date,amfi_code,nav,daily_return_pct,year_month,nav_30d_avg
2022-09-07,100016,418.6355,0.001988,2022-09,421.5455
2022-09-08,100016,423.2368,0.010991,2022-09,421.3636
2022-09-09,100016,424.9639,0.004081,2022-09,421.0935
2022-09-12,100016,421.5737,-0.007978,2022-09,420.7119
2022-09-13,100016,418.8403,-0.006484,2022-09,420.5495
2022-09-14,100016,419.437,0.001425,2022-09,420.4185
2022-09-15,100016,411.1759,-0.019696,2022-09,419.8723
2022-09-16,100016,417.5046,0.015392,2022-09,419.6417
2022-09-19,100016,419.3505,0.004421,2022-09,419.5136
2022-09-20,100016,424.1319,0.011402,2022-09,419.5596
2022-09-21,100016,418.4765,-0.013334,2022-09,419.7657
2022-09-22,100016,423.3133,0.011558,2022-09,419.9218
2022-09-23,100016,431.9494,0.020401,2022-09,420.469
2022-09-26,100016,427.1671,-0.011071,2022-09,420.7878
2022-09-27,100016,430.305,0.007346,2022-09,421.2147
2022-09-28,100016,430.5313,0.000526,2022-09,421.4866
2022-09-29,100016,424.9261,-0.013019,2022-09,421.5139
2022-09-30,100016,426.9974,0.004874,2022-09,421.6322
2022-10-03,100016,430.3701,0.007899,2022-10,421.9664
2022-10-04,100016,428.3154,-0.004774,2022-10,422.126
2022-10-05,100016,432.9656,0.010857,2022-10,422.6648
2022-10-06,100016,426.8679,-0.014084,2022-10,422.9137
2022-10-07,100016,421.495,-0.012587,2022-10,423.1112
2022-10-10,100016,422.2208,0.001722,2022-10,423.1719
2022-10-11,100016,422.5333,0.00074,2022-10,423.2158
2022-10-12,100016,420.0881,-0.005787,2022-10,423.0909
2022-10-13,100016,423.3166,0.007685,2022-10,423.0561
2022-10-14,100016,425.5227,0.005211,2022-10,423.3046
2022-10-17,100016,428.9765,0.008117,2022-10,423.7664
2022-10-18,100016,428.7321,-0.00057,2022-10,424.1307
2022-10-19,100016,431.2389,0.005847,2022-10,424.5508
2022-10-20,100016,429.769,-0.003409,2022-10,424.7685
2022-10-21,100016,437.8501,0.018803,2022-10,425.1981
2022-10-24,100016,434.9481,-0.006628,2022-10,425.6439
2022-10-25,100016,443.3278,0.019266,2022-10,426.4601
2022-10-26,100016,443.6931,0.000824,2022-10,427.2687
2022-10-27,100016,438.5694,-0.011548,2022-10,428.1818
2022-10-28,100016,444.122,0.012661,2022-10,429.069
2022-10-31,100016,444.8448,0.001627,2022-10,429.9188
2022-11-01,100016,448.4277,0.008054,2022-11,430.7287
2022-11-02,100016,453.5279,0.011374,2022-11,431.8971
2022-11-03,100016,455.1164,0.003503,2022-11,432.9572
2022-11-04,100016,452.9791,-0.004696,2022-11,433.6582
2022-11-07,100016,457.1295,0.009162,2022-11,434.6569
2022-11-08,100016,457.3685,0.000523,2022-11,435.559
2022-11-09,100016,460.3808,0.006586,2022-11,436.554
2022-11-10,100016,451.9519,-0.018309,2022-11,437.4549
2022-11-11,100016,453.9711,0.004468,2022-11,438.354
2022-11-14,100016,451.6546,-0.005103,2022-11,439.0635
2022-11-15,100016,458.5248,0.015211,2022-11,440.0705
2022-11-16,100016,461.2893,0.006029,2022-11,441.0146
2022-11-17,100016,462.5046,0.002635,2022-11,442.2025
2022-11-18,100016,464.7322,0.004816,2022-11,443.6437
2022-11-21,100016,460.8957,-0.008255,2022-11,444.9329
2022-11-22,100016,467.7825,0.014942,2022-11,446.4412
2022-11-23,100016,476.316,0.018242,2022-11,448.3155
2022-11-24,100016,478.216,0.003989,2022-11,450.1454
2022-11-25,100016,485.221,0.014648,2022-11,452.1354
2022-11-28,100016,483.0407,-0.004493,2022-11,453.9375
2022-11-29,100016,479.9044,-0.006493,2022-11,455.6433
2022-11-30,100016,480.3253,0.000877,2022-11,457.2795
2022-12-01,100016,482.4201,0.004361,2022-12,459.0345
2022-12-02,100016,480.9949,-0.002954,2022-12,460.4727
2022-12-05,100016,483.5309,0.005272,2022-12,462.0921
2022-12-06,100016,485.0894,0.003223,2022-12,463.4842
2022-12-07,100016,481.0854,-0.008254,2022-12,464.7306
2022-12-08,100016,483.5409,0.005104,2022-12,466.2296
2022-12-09,100016,487.4889,0.008165,2022-12,467.6752
2022-12-12,100016,488.4785,0.00203,2022-12,469.1296
2022-12-13,100016,493.7241,0.010739,2022-12,470.6395
2022-12-14,100016,488.7036,-0.010169,2022-12,471.812
2022-12-15,100016,490.9778,0.004654,2022-12,473.0074
2022-12-16,100016,486.1873,-0.009757,2022-12,474.1144
2022-12-19,100016,481.6822,-0.009266,2022-12,474.9328
2022-12-20,100016,479.2566,-0.005036,2022-12,475.6624
2022-12-21,100016,475.5366,-0.007762,2022-12,476.1676
2022-12-22,100016,473.4881,-0.004308,2022-12,476.8854
2022-12-23,100016,472.8386,-0.001372,2022-12,477.5144
2022-12-26,100016,476.5883,0.00793,2022-12,478.3455
2022-12-27,100016,475.4855,-0.002314,2022-12,478.9108
2022-12-28,100016,469.1246,-0.013378,2022-12,479.172
2022-12-29,100016,474.1097,0.010626,2022-12,479.5589
2022-12-30,100016,470.8654,-0.006843,2022-12,479.7633
2023-01-02,100016,470.8644,-2e-06,2023-01,480.0956
2023-01-03,100016,472.9663,0.004464,2023-01,480.2684
2023-01-04,100016,474.0441,0.002279,2023-01,480.1927
2023-01-05,100016,478.8877,0.010218,2023-01,480.215
2023-01-06,100016,481.1631,0.004751,2023-01,480.0798
2023-01-09,100016,477.7684,-0.007055,2023-01,479.904
2023-01-10,100016,487.2879,0.019925,2023-01,480.1502
2023-01-11,100016,488.3757,0.002232,2023-01,480.4185
2023-01-12,100016,487.9931,-0.000783,2023-01,480.6043
2023-01-13,100016,492.4132,0.009058,2023-01,480.9849
2023-01-16,100016,493.7523,0.002719,2023-01,481.3256
2023-01-17,100016,495.7495,0.004045,2023-01,481.6809
2023-01-18,100016,507.0277,0.02275,2023-01,482.5457
2023-01-19,100016,506.06,-0.001909,2023-01,483.2963
2023-01-20,100016,504.9042,-0.002284,2023-01,483.8768
2023-01-23,100016,505.6844,0.001545,2023-01,484.4503
2023-01-24,100016,510.7491,0.010016,2023-01,485.0178
2023-01-25,100016,504.268,-0.012689,2023-01,485.5367
2023-01-26,100016,495.8578,-0.016678,2023-01,485.6993
2023-01-27,100016,493.5515,-0.004651,2023-01,485.9448
2023-01-30,100016,486.7415,-0.013798,2023-01,486.1134
2023-01-31,100016,485.1715,-0.003226,2023-01,486.3106
2023-02-01,100016,487.5779,0.00496,2023-02,486.712
2023-02-02,100016,484.0122,-0.007313,2023-02,487.0628
2023-02-03,100016,478.2065,-0.011995,2023-02,487.2417
2023-02-06,100016,478.7459,0.001128,2023-02,487.3136
2023-02-07,100016,482.6505,0.008156,2023-02,487.5525
2023-02-08,100016,475.7347,-0.014329,2023-02,487.7728
2023-02-09,100016,479.4358,0.00778,2023-02,487.9503
2023-02-10,100016,483.1532,0.007754,2023-02,488.3599
2023-02-13,100016,487.4872,0.00897,2023-02,488.914
2023-02-14,100016,493.0082,0.011325,2023-02,489.5821
2023-02-15,100016,502.9354,0.020136,2023-02,490.5451
2023-02-16,100016,501.6171,-0.002621,2023-02,491.3028
2023-02-17,100016,502.3612,0.001483,2023-02,492.0094
2023-02-20,100016,500.7778,-0.003152,2023-02,492.7764
2023-02-21,100016,501.045,0.000534,2023-02,493.2349
2023-02-22,100016,508.1265,0.014133,2023-02,493.8933
2023-02-23,100016,502.3938,-0.011282,2023-02,494.3733
2023-02-24,100016,498.8505,-0.007053,2023-02,494.5879
2023-02-27,100016,505.2068,0.012742,2023-02,494.9697
2023-02-28,100016,510.0352,0.009557,2023-02,495.4459
2023-03-01,100016,508.6667,-0.002683,2023-03,495.5005
2023-03-02,100016,512.7785,0.008083,2023-03,495.7245
2023-03-03,100016,514.5893,0.003531,2023-03,496.0473
2023-03-06,100016,521.7123,0.013842,2023-03,496.5816
2023-03-07,100016,522.3246,0.001174,2023-03,496.9674
2023-03-08,100016,527.3425,0.009607,2023-03,497.7366
2023-03-09,100016,540.0526,0.024102,2023-03,499.2097
2023-03-10,100016,543.1889,0.005807,2023-03,500.8643
2023-03-13,100016,543.7057,0.000951,2023-03,502.7631
2023-03-14,100016,547.4632,0.006911,2023-03,504.8395
2023-03-15,100016,545.984,-0.002702,2023-03,506.7864
2023-03-16,100016,557.892,0.02181,2023-03,509.2491
2023-03-17,100016,559.067,0.002106,2023-03,511.9444
2023-03-20,100016,558.0108,-0.001889,2023-03,514.5866
2023-03-21,100016,554.1991,-0.006831,2023-03,516.9715
2023-03-22,100016,559.8766,0.010245,2023-03,519.7762
2023-03-23,100016,564.466,0.008197,2023-03,522.6106
2023-03-24,100016,562.2856,-0.003863,2023-03,525.2483
2023-03-27,100016,565.443,0.005615,2023-03,527.8469
2023-03-28,100016,558.258,-0.012707,2023-03,530.0219
2023-03-29,100016,559.4579,0.002149,2023-03,531.9059
2023-03-30,100016,561.9861,0.004519,2023-03,533.9182
2023-03-31,100016,570.8065,0.015695,2023-03,536.1998
2023-04-03,100016,567.2319,-0.006262,2023-04,538.4149
2023-04-04,100016,561.1622,-0.010701,2023-04,540.4188
2023-04-05,100016,557.0355,-0.007354,2023-04,542.0491
2023-04-06,100016,550.7921,-0.011208,2023-04,543.6624
2023-04-07,100016,557.6109,0.01238,2023-04,545.621
2023-04-10,100016,565.5706,0.014275,2023-04,547.6332
2023-04-11,100016,567.4627,0.003345,2023-04,549.5474
2023-04-12,100016,573.9037,0.011351,2023-04,551.722
2023-04-13,100016,574.8786,0.001699,2023-04,553.792
2023-04-14,100016,574.693,-0.000323,2023-04,555.7955
2023-04-17,100016,573.3032,-0.002418,2023-04,557.5151
2023-04-18,100016,572.031,-0.002219,2023-04,559.172
2023-04-19,100016,564.5669,-0.013048,2023-04,560.4128
2023-04-20,100016,566.1761,0.00285,2023-04,561.2836
2023-04-21,100016,566.2668,0.00016,2023-04,562.0529
2023-04-24,100016,570.2955,0.007114,2023-04,562.9392
2023-04-25,100016,571.0606,0.001342,2023-04,563.7258
2023-04-26,100016,570.536,-0.000919,2023-04,564.5442
2023-04-27,100016,566.4614,-0.007142,2023-04,564.8298
2023-04-28,100016,567.1145,0.001153,2023-04,565.0981
2023-05-01,100016,571.1134,0.007051,2023-05,565.5348
2023-05-02,100016,565.6753,-0.009522,2023-05,565.9174
2023-05-03,100016,566.404,0.001288,2023-05,566.135
2023-05-04,100016,567.8622,0.002574,2023-05,566.2482
2023-05-05,100016,564.5686,-0.0058,2023-05,566.3243
2023-05-08,100016,561.939,-0.004658,2023-05,566.2075
2023-05-09,100016,563.3736,0.002553,2023-05,566.378
2023-05-10,100016,558.0581,-0.009435,2023-05,566.3313
2023-05-11,100016,560.0718,0.003608,2023-05,566.2675
2023-05-12,100016,555.9534,-0.007353,2023-05,565.7724
2023-05-15,100016,561.4787,0.009938,2023-05,565.5806
2023-05-16,100016,573.4711,0.021359,2023-05,565.9909
2023-05-17,100016,569.4279,-0.00705,2023-05,566.404
2023-05-18,100016,572.4122,0.005241,2023-05,567.1247
2023-05-19,100016,569.0487,-0.005876,2023-05,567.506
2023-05-22,100016,574.5931,0.009743,2023-05,567.8067
2023-05-23,100016,568.5103,-0.010586,2023-05,567.8416
2023-05-24,100016,571.2196,0.004766,2023-05,567.7522
2023-05-25,100016,567.1312,-0.007157,2023-05,567.4939
2023-05-26,100016,566.3889,-0.001309,2023-05,567.2171
2023-05-29,100016,561.5519,-0.00854,2023-05,566.8254
2023-05-30,100016,565.9312,0.007799,2023-05,566.6221
2023-05-31,100016,562.059,-0.006842,2023-05,566.5385
2023-06-01,100016,565.0931,0.005398,2023-06,566.5024
2023-06-02,100016,563.6716,-0.002516,2023-06,566.4159
2023-06-05,100016,563.3934,-0.000494,2023-06,566.1858
2023-06-06,100016,564.4191,0.001821,2023-06,565.9644
2023-06-07,100016,560.929,-0.006184,2023-06,565.6442
2023-06-08,100016,562.2606,0.002374,2023-06,565.5042
2023-06-09,100016,570.1945,0.014111,2023-06,565.6068
2023-06-12,100016,566.5874,-0.006326,2023-06,565.456
2023-06-13,100016,572.7685,0.010909,2023-06,565.6924
2023-06-14,100016,580.6856,0.013823,2023-06,566.1684
2023-06-15,100016,576.8184,-0.00666,2023-06,566.467
2023-06-16,100016,569.7576,-0.012241,2023-06,566.64
2023-06-19,100016,571.5717,0.003184,2023-06,566.961
2023-06-20,100016,569.1125,-0.004303,2023-06,567.1523
2023-06-21,100016,578.8674,0.017141,2023-06,567.846
2023-06-22,100016,579.3439,0.000823,2023-06,568.4884
2023-06-23,100016,575.5565,-0.006537,2023-06,569.1418
2023-06-26,100016,570.057,-0.009555,2023-06,569.4278
2023-06-27,100016,575.8598,0.010179,2023-06,569.5074
2023-06-28,100016,573.262,-0.004511,2023-06,569.6352
2023-06-29,100016,573.7795,0.000903,2023-06,569.6808
2023-06-30,100016,578.9351,0.008985,2023-06,570.0103
2023-07-03,100016,576.7654,-0.003748,2023-07,570.0827
2023-07-04,100016,576.8293,0.000111,2023-07,570.36
2023-07-05,100016,577.0426,0.00037,2023-07,570.5541
2023-07-06,100016,580.8301,0.006564,2023-07,571.0108
2023-07-07,100016,584.1654,0.005742,2023-07,571.6033
2023-07-10,100016,583.3333,-0.001424,2023-07,572.3294
2023-07-11,100016,583.962,0.001078,2023-07,572.9304
2023-07-12,100016,582.3508,-0.002759,2023-07,573.6068
2023-07-13,100016,575.1079,-0.012437,2023-07,573.9406
2023-07-14,100016,576.7133,0.002791,2023-07,574.3753
2023-07-17,100016,586.7206,0.017352,2023-07,575.1529
2023-07-18,100016,582.4661,-0.007251,2023-07,575.7545
2023-07-19,100016,578.8072,-0.006282,2023-07,576.3504
2023-07-20,100016,574.6758,-0.007138,2023-07,576.7642
2023-07-21,100016,578.6584,0.00693,2023-07,577.0464
2023-07-24,100016,581.2514,0.004481,2023-07,577.5352
2023-07-25,100016,580.7388,-0.000882,2023-07,577.8008
2023-07-26,100016,576.3533,-0.007552,2023-07,577.6564
2023-07-27,100016,577.1207,0.001331,2023-07,577.6665
2023-07-28,100016,569.5056,-0.013195,2023-07,577.6581
2023-07-31,100016,570.5207,0.001782,2023-07,577.6231
2023-08-01,100016,575.2193,0.008236,2023-08,577.8266
2023-08-02,100016,569.2005,-0.010463,2023-08,577.5044
2023-08-03,100016,561.849,-0.012915,2023-08,576.9212
2023-08-04,100016,570.0239,0.01455,2023-08,576.7368
2023-08-07,100016,567.2493,-0.004868,2023-08,576.6432
2023-08-08,100016,573.2563,0.01059,2023-08,576.5565
2023-08-09,100016,572.7737,-0.000842,2023-08,576.5402
2023-08-10,100016,572.2513,-0.000912,2023-08,576.4892
2023-08-11,100016,574.7646,0.004392,2023-08,576.3502
2023-08-14,100016,570.5953,-0.007254,2023-08,576.1446
2023-08-15,100016,571.5572,0.001686,2023-08,575.9688
2023-08-16,100016,569.9315,-0.002844,2023-08,575.7318
2023-08-17,100016,563.6234,-0.011068,2023-08,575.1582
2023-08-18,100016,565.5951,0.003498,2023-08,574.5392
2023-08-21,100016,564.5744,-0.001805,2023-08,573.9139
2023-08-22,100016,564.0841,-0.000868,2023-08,573.2513
2023-08-23,100016,558.3838,-0.010105,2023-08,572.4524
2023-08-24,100016,566.5681,0.014657,2023-08,572.1678
2023-08-25,100016,571.2603,0.008282,2023-08,571.986
2023-08-28,100016,576.4358,0.00906,2023-08,571.6432
2023-08-29,100016,575.1817,-0.002176,2023-08,571.4004
2023-08-30,100016,566.7691,-0.014626,2023-08,570.9991
2023-08-31,100016,576.9127,0.017897,2023-08,571.0736
2023-09-01,100016,576.8994,-2.3e-05,2023-09,571.015
2023-09-04,100016,573.398,-0.006069,2023-09,570.7532
2023-09-05,100016,575.8066,0.004201,2023-09,570.5888
2023-09-06,100016,582.0642,0.010868,2023-09,570.7792
2023-09-07,100016,582.2461,0.000313,2023-09,570.95
2023-09-08,100016,589.1525,0.011862,2023-09,571.6049
2023-09-11,100016,595.1135,0.010118,2023-09,572.4247
2023-09-12,100016,589.7951,-0.008937,2023-09,572.9105
2023-09-13,100016,586.6033,-0.005412,2023-09,573.4906
2023-09-14,100016,591.8832,0.009001,2023-09,574.4918
2023-09-15,100016,578.1898,-0.023135,2023-09,574.764
2023-09-18,100016,577.7262,-0.000802,2023-09,575.1132
2023-09-19,100016,570.7762,-0.01203,2023-09,575.0305
2023-09-20,100016,568.6757,-0.00368,2023-09,574.8939
2023-09-21,100016,567.4716,-0.002117,2023-09,574.7346
2023-09-22,100016,565.9735,-0.00264,2023-09,574.4416
2023-09-25,100016,563.5143,-0.004345,2023-09,574.2055
2023-09-26,100016,558.376,-0.009118,2023-09,573.7662
2023-09-27,100016,570.0712,0.020945,2023-09,573.7708
2023-09-28,100016,579.8367,0.01713,2023-09,574.3113
2023-09-29,100016,574.2208,-0.009685,2023-09,574.5988
2023-10-02,100016,582.5895,0.014574,2023-10,575.1993
2023-10-03,100016,580.8402,-0.003003,2023-10,575.7578
2023-10-04,100016,581.8024,0.001657,2023-10,576.5385
2023-10-05,100016,581.7779,-4.2e-05,2023-10,577.0454
2023-10-06,100016,578.7012,-0.005288,2023-10,577.2935
