amfi_code,date,rolling_sharpe
100016,2022-05-13,-0.923975411768409
100016,2022-05-16,-0.8468787110343514
100016,2022-05-17,-0.4402116886559101
100016,2022-05-18,-0.5411140664270925
100016,2022-05-19,-0.601945260358732
100016,2022-05-20,-0.8244721190023597
100016,2022-05-23,-0.7908768764192429
100016,2022-05-24,-0.9452172629587411
100016,2022-05-25,-0.698610351917858
100016,2022-05-26,-0.6355215428718605
100016,2022-05-27,-0.860903864286412
100016,2022-05-30,-1.0755165687308215
100016,2022-05-31,-1.48620866073904
100016,2022-06-01,-1.5513388711884009
100016,2022-06-02,-1.6283717940300884
100016,2022-06-03,-1.4918881951603944
100016,2022-06-06,-1.6066352060924798
100016,2022-06-07,-1.3806121192093381
100016,2022-06-08,-1.5425399721833608
100016,2022-06-09,-1.6718656897901674
100016,2022-06-10,-1.8045972664146135
100016,2022-06-13,-1.7067664781709675
100016,2022-06-14,-1.8764817646574679
100016,2022-06-15,-1.9263268105583855
100016,2022-06-16,-2.0283167244859723
100016,2022-06-17,-2.2002267345895277
100016,2022-06-20,-2.1177775221813437
100016,2022-06-21,-1.9822823717934583
100016,2022-06-22,-1.9981452680830623
100016,2022-06-23,-2.5134173374148165
100016,2022-06-24,-2.2700953458982487
100016,2022-06-27,-2.513449599872334
100016,2022-06-28,-2.7232804131774015
100016,2022-06-29,-3.0234741323239636
100016,2022-06-30,-2.9040405443354307
100016,2022-07-01,-2.8655705933713707
100016,2022-07-04,-2.950715369745294
100016,2022-07-05,-2.371510150098015
100016,2022-07-06,-2.3068292187213704
100016,2022-07-07,-2.5458404672016695
100016,2022-07-08,-2.7123658752819373
100016,2022-07-11,-2.397187963177389
100016,2022-07-12,-3.1399771468601014
100016,2022-07-13,-3.2269381862967594
100016,2022-07-14,-3.6137132191518138
100016,2022-07-15,-3.5688484116063464
100016,2022-07-18,-3.656969858258389
100016,2022-07-19,-3.4900731641850604
100016,2022-07-20,-3.624885645853458
100016,2022-07-21,-4.207364262589147
100016,2022-07-22,-4.356982653863268
100016,2022-07-25,-4.186560670535374
100016,2022-07-26,-4.115620026853028
100016,2022-07-27,-3.8485414888606506
100016,2022-07-28,-4.469914892572192
100016,2022-07-29,-4.2071859646470955
100016,2022-08-01,-4.4446487010743345
100016,2022-08-02,-5.066430477076394
100016,2022-08-03,-5.135361817126742
100016,2022-08-04,-4.777657484751544
100016,2022-08-05,-4.618346827600867
100016,2022-08-08,-4.823690115724073
100016,2022-08-09,-4.721352968211715
100016,2022-08-10,-5.07954388696011
100016,2022-08-11,-4.528006244442543
100016,2022-08-12,-4.623327239182769
100016,2022-08-15,-4.535052331949919
100016,2022-08-16,-4.598613963846825
100016,2022-08-17,-4.18010371210245
100016,2022-08-18,-4.342499576176583
100016,2022-08-19,-4.285953876192747
100016,2022-08-22,-4.190933253211638
100016,2022-08-23,-4.0215286600963065
100016,2022-08-24,-4.280736473779424
100016,2022-08-25,-4.189821323444652
100016,2022-08-26,-4.629294984087009
100016,2022-08-29,-4.339029033105902
100016,2022-08-30,-4.290742486044782
100016,2022-08-31,-4.009160526319544
100016,2022-09-01,-4.147471284856721
100016,2022-09-02,-4.418183141482132
100016,2022-09-05,-4.4819755714344085
100016,2022-09-06,-4.104978862254254
100016,2022-09-07,-4.366600305600618
100016,2022-09-08,-3.953907109489774
100016,2022-09-09,-3.788515241522704
100016,2022-09-12,-3.998571944376488
100016,2022-09-13,-3.9452722745105855
100016,2022-09-14,-3.713816973257303
100016,2022-09-15,-3.7313930408088094
100016,2022-09-16,-3.5312905340811924
100016,2022-09-19,-3.369114918961771
100016,2022-09-20,-3.7835897179261133
100016,2022-09-21,-3.8570475709331253
100016,2022-09-22,-3.4722612125829473
100016,2022-09-23,-2.934349199592457
100016,2022-09-26,-3.1656061562395843
100016,2022-09-27,-2.958702869929378
100016,2022-09-28,-3.062954530272018
100016,2022-09-29,-3.1347512745638912
100016,2022-09-30,-2.854336781591745
100016,2022-10-03,-2.4611128755607186
100016,2022-10-04,-2.249150891171424
100016,2022-10-05,-1.9650177191252476
100016,2022-10-06,-2.1578848156877144
100016,2022-10-07,-2.2767660563747043
100016,2022-10-10,-2.4713614654468565
100016,2022-10-11,-2.685343442758029
100016,2022-10-12,-2.7426060481206673
100016,2022-10-13,-2.348053918275156
100016,2022-10-14,-2.1697403129451325
100016,2022-10-17,-1.9301114544831521
100016,2022-10-18,-1.8479462968482274
100016,2022-10-19,-1.6400710435932369
100016,2022-10-20,-1.6085803270913246
100016,2022-10-21,-1.193913153799564
100016,2022-10-24,-1.2200369319458448
100016,2022-10-25,-0.904420267886608
100016,2022-10-26,-0.954629151699137
100016,2022-10-27,-1.0204421237621197
100016,2022-10-28,-1.004440166982466
100016,2022-10-31,-0.8405662550285797
100016,2022-11-01,-0.47075844678578016
100016,2022-11-02,-0.3392872106025027
100016,2022-11-03,-0.16496707400416386
100016,2022-11-04,-0.3032120769884659
100016,2022-11-07,0.20995153425636076
100016,2022-11-08,-0.006493677057214509
100016,2022-11-09,-0.004365625204995028
100016,2022-11-10,-0.10353545731252127
100016,2022-11-11,0.19390410590379722
100016,2022-11-14,-0.16920351999065966
100016,2022-11-15,0.20636623011799796
100016,2022-11-16,0.43362956516452533
100016,2022-11-17,0.8397171573432584
100016,2022-11-18,0.9730537341872161
100016,2022-11-21,0.8469829612073848
100016,2022-11-22,0.9832518190480377
100016,2022-11-23,1.5064049197633305
100016,2022-11-24,1.8233691018814326
100016,2022-11-25,1.9859569594375532
100016,2022-11-28,1.7420455667652943
100016,2022-11-29,1.8782955585516585
100016,2022-11-30,1.7207137516606097
100016,2022-12-01,1.782963978956763
100016,2022-12-02,1.552231138910266
100016,2022-12-05,1.647781479655623
100016,2022-12-06,2.1602065673871738
100016,2022-12-07,2.010788369920531
100016,2022-12-08,1.928808192471325
100016,2022-12-09,2.2211995266956084
100016,2022-12-12,2.315840412245992
100016,2022-12-13,2.5234386067257706
100016,2022-12-14,2.8965848337446927
100016,2022-12-15,2.7224478888807533
100016,2022-12-16,2.667849769347198
100016,2022-12-19,2.3739659523335317
100016,2022-12-20,2.2756957674034783
100016,2022-12-21,1.9051612934486037
100016,2022-12-22,1.7407719060930222
100016,2022-12-23,1.7443990735982409
100016,2022-12-26,2.0416476338695606
100016,2022-12-27,1.8544985624636046
100016,2022-12-28,1.9129172544591184
100016,2022-12-29,1.9896748362827443
100016,2022-12-30,2.039773834872724
100016,2023-01-02,1.827729367307039
100016,2023-01-03,1.875649517400132
100016,2023-01-04,1.8018956262035097
100016,2023-01-05,1.9662561721131673
100016,2023-01-06,2.387601089209086
100016,2023-01-09,2.3874845893388965
100016,2023-01-10,2.5970239568167206
100016,2023-01-11,2.6017172626966634
100016,2023-01-12,2.387273498422274
100016,2023-01-13,2.475683659612872
100016,2023-01-16,2.699841131568784
100016,2023-01-17,2.9178983970977224
100016,2023-01-18,3.240462852237848
100016,2023-01-19,3.6922197226185505
100016,2023-01-20,3.381458728694052
100016,2023-01-23,3.3255932083779225
100016,2023-01-24,3.3036961701709955
100016,2023-01-25,3.3211188498015924
100016,2023-01-26,2.710490454305938
100016,2023-01-27,2.2702602163384284
100016,2023-01-30,2.2037695962254253
100016,2023-01-31,1.9956672650238851
100016,2023-02-01,2.082056298737218
100016,2023-02-02,2.2164640504605626
100016,2023-02-03,1.8557318742775055
100016,2023-02-06,1.7269564776360846
100016,2023-02-07,1.9825565326572034
100016,2023-02-08,1.4667198041150327
100016,2023-02-09,1.9222382238792988
100016,2023-02-10,2.354150860622386
100016,2023-02-13,2.4903115601096517
100016,2023-02-14,2.684905139972014
100016,2023-02-15,3.1407077730029047
100016,2023-02-16,2.941414397828987
100016,2023-02-17,2.8705739538516175
100016,2023-02-20,2.652565825718573
100016,2023-02-21,2.6749322811790504
100016,2023-02-22,2.811143242266173
100016,2023-02-23,2.632356847733388
100016,2023-02-24,2.1667956338833196
100016,2023-02-27,2.535285040913913
100016,2023-02-28,2.3871638878250447
100016,2023-03-01,2.3148596281378784
100016,2023-03-02,2.7288183487686672
100016,2023-03-03,2.568178241551092
100016,2023-03-06,2.784383961047098
100016,2023-03-07,2.654790110939352
100016,2023-03-08,2.6253688764584227
100016,2023-03-09,2.9347780885131636
100016,2023-03-10,3.1443666861910384
100016,2023-03-13,2.9954109480970343
100016,2023-03-14,3.114977605368933
100016,2023-03-15,2.934468797626965
100016,2023-03-16,3.7216889648824956
100016,2023-03-17,3.676825630855375
100016,2023-03-20,3.7490633139966087
100016,2023-03-21,3.338414743770068
100016,2023-03-22,3.409249123138196
100016,2023-03-23,3.5094608505608695
100016,2023-03-24,3.3332258770306793
100016,2023-03-27,3.627917855684447
100016,2023-03-28,3.073566260889104
100016,2023-03-29,2.8113720377080296
100016,2023-03-30,2.8214002739185324
100016,2023-03-31,2.83657264757841
100016,2023-04-03,2.7963793637486147
100016,2023-04-04,2.6963137133845905
100016,2023-04-05,2.5198020682708724
100016,2023-04-06,2.191288595067165
100016,2023-04-07,2.4724300277535574
100016,2023-04-10,2.620467266923859
100016,2023-04-11,2.622736073493472
100016,2023-04-12,2.999196672129214
100016,2023-04-13,2.9360750694527136
100016,2023-04-14,2.7802309305452337
100016,2023-04-17,2.6918675864582697
100016,2023-04-18,2.454735805716364
100016,2023-04-19,2.387337775171936
100016,2023-04-20,2.3540788344609576
100016,2023-04-21,2.565437505060507
100016,2023-04-24,2.899726994608795
100016,2023-04-25,3.0334464717895115
100016,2023-04-26,3.185686210202883
100016,2023-04-27,3.120692891298662
100016,2023-04-28,3.1723544514456834
100016,2023-05-01,3.1572641639062082
100016,2023-05-02,2.9928469449092407
100016,2023-05-03,3.3314980227787667
100016,2023-05-04,3.189044510890712
100016,2023-05-05,3.2136957840855866
100016,2023-05-08,3.112346104761447
100016,2023-05-09,3.0757952285817036
100016,2023-05-10,2.818375874036079
100016,2023-05-11,2.7014060388485746
100016,2023-05-12,2.4503393029494465
100016,2023-05-15,2.7855093674634888
100016,2023-05-16,2.8031551827115724
100016,2023-05-17,2.6076713391678474
100016,2023-05-18,2.723804017921001
100016,2023-05-19,2.4328443074528754
100016,2023-05-22,2.558216146178621
100016,2023-05-23,2.2533401813279257
100016,2023-05-24,1.9672798609836597
100016,2023-05-25,1.8555874496519014
100016,2023-05-26,1.875554903011323
100016,2023-05-29,1.6660143441966824
100016,2023-05-30,1.6265318756161646
100016,2023-05-31,1.7567653564448806
100016,2023-06-01,2.2425894828433894
100016,2023-06-02,2.289423211148339
100016,2023-06-05,2.6039197207945946
100016,2023-06-06,2.7128976417981083
100016,2023-06-07,2.473311966803383
100016,2023-06-08,2.68889102586795
100016,2023-06-09,3.23922764173748
100016,2023-06-12,3.0684022911540794
100016,2023-06-13,3.115214851711668
100016,2023-06-14,3.7324203829574008
100016,2023-06-15,3.4198461333634538
100016,2023-06-16,2.967112817294507
100016,2023-06-19,2.8594108181082256
100016,2023-06-20,2.5495626626631407
100016,2023-06-21,2.5075175379086097
100016,2023-06-22,2.5825643538040493
100016,2023-06-23,2.403332504810672
100016,2023-06-26,2.2533244699433683
100016,2023-06-27,2.4377501603569036
100016,2023-06-28,2.076503261104191
100016,2023-06-29,2.357132342130638
100016,2023-06-30,2.696278830844083
100016,2023-07-03,2.3694290882966693
100016,2023-07-04,2.1815894708280137
100016,2023-07-05,2.249112065915154
100016,2023-07-06,2.2201163599867133
100016,2023-07-07,2.2644564277799217
100016,2023-07-10,1.9644045822038316
100016,2023-07-11,1.9623415925273335
100016,2023-07-12,1.704632781417067
100016,2023-07-13,0.9453439559011266
100016,2023-07-14,0.8799429528032138
100016,2023-07-17,1.2159894942512117
100016,2023-07-18,0.9056403317420059
100016,2023-07-19,0.8253042631832969
100016,2023-07-20,0.20573116017822005
100016,2023-07-21,0.3126864080875169
100016,2023-07-24,0.45445928684732145
100016,2023-07-25,0.5899031806604509
100016,2023-07-26,0.19168305553279066
100016,2023-07-27,0.03760078573253942
100016,2023-07-28,-0.17074672796909707
100016,2023-07-31,-0.2567161416039402
100016,2023-08-01,0.21273275990879992
100016,2023-08-02,-0.07074062290102599
100016,2023-08-03,-0.4534987589693644
100016,2023-08-04,-0.4801534808721024
100016,2023-08-07,-0.4499801919808847
100016,2023-08-08,0.020660037587535172
100016,2023-08-09,0.16556074240183713
100016,2023-08-10,0.39926770175819654
100016,2023-08-11,0.222108411080569
100016,2023-08-14,-0.2717146351822728
100016,2023-08-15,-0.3102519794264373
100016,2023-08-16,-0.6455689711722254
100016,2023-08-17,-0.9332123078718226
100016,2023-08-18,-0.8438469787222816
100016,2023-08-21,-0.8298806812549598
100016,2023-08-22,-0.7990046738802937
100016,2023-08-23,-0.7358588208837451
100016,2023-08-24,-0.4524461484604559
100016,2023-08-25,-0.2657594040642643
100016,2023-08-28,-0.22108825710126848
100016,2023-08-29,-0.300380101816444
100016,2023-08-30,-0.5980483498723578
100016,2023-08-31,-0.04282372394846257
100016,2023-09-01,-0.06827043663384777
100016,2023-09-04,-0.3524144508109227
100016,2023-09-05,-0.055655843024288894
100016,2023-09-06,0.151690680928863
100016,2023-09-07,0.10289705949306364
100016,2023-09-08,0.4806499693171844
100016,2023-09-11,0.793187899838672
100016,2023-09-12,0.544320635285762
100016,2023-09-13,0.6327992276475011
100016,2023-09-14,0.7438359244144246
100016,2023-09-15,0.39403703222677605
100016,2023-09-18,0.17645598343201888
100016,2023-09-19,-0.5202183897959995
100016,2023-09-20,-0.45077300004048354
100016,2023-09-21,-0.6068045200473826
100016,2023-09-22,-0.5397383273482598
100016,2023-09-25,-0.8429099934706309
100016,2023-09-26,-0.813573589409941
100016,2023-09-27,-0.4532766391481409
100016,2023-09-28,0.04683222191771618
100016,2023-09-29,-0.12203384226215766
100016,2023-10-02,0.33994135912704426
100016,2023-10-03,0.1249638368012285
100016,2023-10-04,0.29603395631574503
100016,2023-10-05,0.1871590867702786
100016,2023-10-06,0.1311659494218092
100016,2023-10-09,0.3246575659772694
100016,2023-10-10,0.32081321956043457
100016,2023-10-11,0.3715141558341411
100016,2023-10-12,0.10446076683533297
100016,2023-10-13,-0.32396118930727347
100016,2023-10-16,-0.46969687215784744
100016,2023-10-17,-0.6791919390094323
100016,2023-10-18,-1.1634882485534905
100016,2023-10-19,-1.0691215072907945
100016,2023-10-20,-0.5653676380631947
100016,2023-10-23,-0.4014053902460967
100016,2023-10-24,-0.3112288223055721
100016,2023-10-25,-0.6737599160630803
100016,2023-10-26,-0.3306490210080545
100016,2023-10-27,-0.09753373205018617
100016,2023-10-30,0.04667786579724937
100016,2023-10-31,-0.398967300895235
100016,2023-11-01,-0.2280681660295428
100016,2023-11-02,-0.08780596105468969
100016,2023-11-03,-0.3700147376362407
100016,2023-11-06,-0.23273277483996538
100016,2023-11-07,-0.28881026150605027
100016,2023-11-08,-0.31844239303491756
100016,2023-11-09,-0.8515337425669915
100016,2023-11-10,-0.99413348949094
100016,2023-11-13,-0.7833725655019128
100016,2023-11-14,-0.9010795692328115
100016,2023-11-15,-0.8287192714818473
100016,2023-11-16,-0.7117732465195094
100016,2023-11-17,-0.6936523996161024
100016,2023-11-20,-1.084063927884025
100016,2023-11-21,-1.093242090898986
100016,2023-11-22,-0.7144292199592831
100016,2023-11-23,-0.3987133816265274
100016,2023-11-24,-0.6321391146437049
100016,2023-11-27,-0.6232930647258158
100016,2023-11-28,-0.5003958880901644
100016,2023-11-29,-0.22871213551846448
100016,2023-11-30,-0.5311492979189797
100016,2023-12-01,-0.089739299157073
100016,2023-12-04,-0.21285634836438955
100016,2023-12-05,-0.42795245424044703
100016,2023-12-06,0.24467662068710214
100016,2023-12-07,0.5585924687979811
100016,2023-12-08,0.22448527691915296
100016,2023-12-11,-0.046247888350502316
100016,2023-12-12,-0.0029108475046075097
100016,2023-12-13,-0.20028116929783762
100016,2023-12-14,-0.33841069055300793
100016,2023-12-15,-0.46669529775918295
100016,2023-12-18,-0.0828438766279481
100016,2023-12-19,0.023224473691665387
100016,2023-12-20,0.05995699335671038
100016,2023-12-21,0.32937469607848807
100016,2023-12-22,0.17380754078953226
100016,2023-12-25,0.24057757746761194
100016,2023-12-26,0.27875266080437344
100016,2023-12-27,0.6410889028727111
100016,2023-12-28,0.5405639914700338
100016,2023-12-29,0.4773441496579583
100016,2024-01-01,0.2550485189514204
100016,2024-01-02,0.43095593878329314
100016,2024-01-03,0.7151019988819168
100016,2024-01-04,0.19746691713787015
100016,2024-01-05,0.13816315015595923
100016,2024-01-08,0.2828817566224526
100016,2024-01-09,0.3677507822805211
100016,2024-01-10,0.133978126710905
100016,2024-01-11,-0.07119463325677586
100016,2024-01-12,-0.2866328331948012
100016,2024-01-15,-0.4601820176809939
100016,2024-01-16,-0.24026200289336896
100016,2024-01-17,0.04191519842439169
100016,2024-01-18,0.05280606691710996
100016,2024-01-19,0.4378738600011152
100016,2024-01-22,0.3518122013955065
100016,2024-01-23,0.4249733068966575
100016,2024-01-24,0.6405406408599598
100016,2024-01-25,0.9520226864358333
100016,2024-01-26,0.9600142768401229
100016,2024-01-29,1.0178905302978578
100016,2024-01-30,1.4785947226654976
100016,2024-01-31,1.186066075560442
100016,2024-02-01,0.9355594096653141
100016,2024-02-02,0.9296988333481696
100016,2024-02-05,0.7661593125526746
100016,2024-02-06,0.661312213275568
100016,2024-02-07,0.41609779889014503
100016,2024-02-08,0.36189040654408106
100016,2024-02-09,0.37612115315066225
100016,2024-02-12,0.14653264011345618
100016,2024-02-13,-0.15032443323538605
100016,2024-02-14,0.1214544209928043
100016,2024-02-15,0.5807005647359251
100016,2024-02-16,0.37712797362322525
100016,2024-02-19,0.8707679854060647
100016,2024-02-20,0.7140530244271522
100016,2024-02-21,1.1020799315464884
100016,2024-02-22,1.1395679577820113
100016,2024-02-23,0.8967778520776865
100016,2024-02-26,0.6385701013696604
100016,2024-02-27,0.8698592263417575
100016,2024-02-28,0.6460101632133205
100016,2024-02-29,0.4129855451441587
100016,2024-03-01,0.5218485328077986
100016,2024-03-04,0.7193587120592113
100016,2024-03-05,1.405758162529001
100016,2024-03-06,1.2323699283765766
100016,2024-03-07,1.2546366256999657
100016,2024-03-08,1.3556106494602949
100016,2024-03-11,1.5194987514915015
100016,2024-03-12,1.5868416166649224
100016,2024-03-13,1.5478950593999703
100016,2024-03-14,2.3170730106718556
100016,2024-03-15,2.2621346735139354
100016,2024-03-18,1.7927381213425528
100016,2024-03-19,1.8159533914330621
100016,2024-03-20,1.9195982349894036
100016,2024-03-21,2.310876503756974
100016,2024-03-22,2.265037636421589
100016,2024-03-25,2.5321230032686786
100016,2024-03-26,2.4392671331758695
100016,2024-03-27,2.126333982066982
100016,2024-03-28,1.9061163340820113
100016,2024-03-29,2.0027845028064766
100016,2024-04-01,1.9272701759888797
100016,2024-04-02,1.954144753963932
100016,2024-04-03,1.7510847456853602
100016,2024-04-04,2.1342396726521535
100016,2024-04-05,1.9432785302887547
100016,2024-04-08,1.8680962647905708
100016,2024-04-09,1.916638364267022
100016,2024-04-10,1.444108707769822
100016,2024-04-11,1.3505973080149627
100016,2024-04-12,1.4362798711354752
100016,2024-04-15,1.9637120548107583
100016,2024-04-16,1.6012872152045838
100016,2024-04-17,2.163066396561723
100016,2024-04-18,2.1215938014801634
100016,2024-04-19,2.031909000532731
100016,2024-04-22,2.2259004313031623
100016,2024-04-23,1.8505734563626002
100016,2024-04-24,1.5899745603189714
100016,2024-04-25,1.6700205487297906
100016,2024-04-26,1.3444663913653814
100016,2024-04-29,1.2719582649053578
100016,2024-04-30,1.625967297677427
100016,2024-05-01,1.146678549865178
100016,2024-05-02,0.5941259261518914
100016,2024-05-03,0.23215016600826627
100016,2024-05-06,0.4565032614477772
100016,2024-05-07,0.5231767914133152
100016,2024-05-08,0.4480496990329274
100016,2024-05-09,0.7635657696828748
100016,2024-05-10,1.0738973791159754
100016,2024-05-13,1.3534718401380244
100016,2024-05-14,1.1565198732994006
100016,2024-05-15,0.7700871384859064
100016,2024-05-16,0.8386391521943309
100016,2024-05-17,0.7558583086901335
100016,2024-05-20,0.6924705505680158
100016,2024-05-21,0.6290499862642648
100016,2024-05-22,0.6617169197102445
100016,2024-05-23,0.7032656811143564
100016,2024-05-24,0.7756711909451856
100016,2024-05-27,1.0621010206493284
100016,2024-05-28,1.3040048289334825
100016,2024-05-29,1.1988496200071146
100016,2024-05-30,1.1131040597622661
100016,2024-05-31,1.1799976860747257
100016,2024-06-03,1.5441190586076279
100016,2024-06-04,1.0565246589559283
100016,2024-06-05,0.8854223297743817
100016,2024-06-06,0.7917687405892873
100016,2024-06-07,1.0708416553143985
100016,2024-06-10,1.1643652990785167
100016,2024-06-11,1.3216716281015968
100016,2024-06-12,1.2687995900328934
100016,2024-06-13,1.465321910663802
100016,2024-06-14,1.6895448371079143
100016,2024-06-17,1.3775785934403324
100016,2024-06-18,1.6298453933379249
100016,2024-06-19,1.1968948814368656
100016,2024-06-20,0.9047915043231358
100016,2024-06-21,1.0910720079501004
100016,2024-06-24,1.0640963967362058
100016,2024-06-25,1.2235927980755237
100016,2024-06-26,0.8590989052883475
100016,2024-06-27,1.0147562072965288
100016,2024-06-28,0.764288556986017
100016,2024-07-01,0.8491506607233014
100016,2024-07-02,0.5162414508062647
100016,2024-07-03,0.6645662188586916
100016,2024-07-04,0.6475768623068877
100016,2024-07-05,0.5527494283426091
100016,2024-07-08,0.653509824697375
100016,2024-07-09,0.2557673722934944
100016,2024-07-10,0.3991407149565126
100016,2024-07-11,0.15997821268950563
100016,2024-07-12,0.20956900988669505
100016,2024-07-15,0.07239484440307757
100016,2024-07-16,0.05668005375564167
100016,2024-07-17,-0.18362544982587573
100016,2024-07-18,-0.3544314703381422
100016,2024-07-19,-0.2070417369027604
100016,2024-07-22,-0.0826179930624668
100016,2024-07-23,-0.21335159173677537
100016,2024-07-24,-0.06357562421282442
100016,2024-07-25,-0.22070554895634525
100016,2024-07-26,-0.27929889364016497
100016,2024-07-29,-0.7057626146657913
100016,2024-07-30,-0.6174250641711815
100016,2024-07-31,-0.3094141178398264
100016,2024-08-01,-0.23597925221826768
100016,2024-08-02,-0.3105597020424295
100016,2024-08-05,-0.23668121340274714
100016,2024-08-06,-0.4953952421004745
100016,2024-08-07,-0.15731507392487198
100016,2024-08-08,0.04978933284196432
100016,2024-08-09,-0.020934817849811212
100016,2024-08-12,0.02874404553077173
100016,2024-08-13,-0.3758343323631329
100016,2024-08-14,-0.5869708613151867
100016,2024-08-15,-0.7698257250395183
100016,2024-08-16,-0.7531025483638304
100016,2024-08-19,-0.8173677972956601
100016,2024-08-20,-0.9562809286509969
100016,2024-08-21,-1.215460989258902
100016,2024-08-22,-0.9504295441381349
100016,2024-08-23,-0.7492689702270735
100016,2024-08-26,-1.5465521897731556
100016,2024-08-27,-1.4024492802277417
100016,2024-08-28,-1.4068015728004903
100016,2024-08-29,-1.3766330939441807
100016,2024-08-30,-0.9185974650868346
100016,2024-09-02,-1.0263958166668163
100016,2024-09-03,-1.5565131936745518
100016,2024-09-04,-1.3856273206813856
100016,2024-09-05,-1.4236901737224086
100016,2024-09-06,-1.1183778188394593
100016,2024-09-09,-1.3305633175271185
100016,2024-09-10,-1.3606964941941748
100016,2024-09-11,-1.456500494761903
100016,2024-09-12,-1.6884691212464968
100016,2024-09-13,-2.203761213496893
100016,2024-09-16,-2.7476952516406232
100016,2024-09-17,-2.898633264483126
100016,2024-09-18,-2.3538468649185678
100016,2024-09-19,-2.3337209940051578
100016,2024-09-20,-2.2335321621977817
100016,2024-09-23,-2.255091199787747
100016,2024-09-24,-2.4330764972529746
100016,2024-09-25,-2.6933925886933294
100016,2024-09-26,-2.8439380221548105
100016,2024-09-27,-3.0151293823304774
100016,2024-09-30,-3.0811953826495015
100016,2024-10-01,-3.301214045672521
100016,2024-10-02,-3.4019936623577562
100016,2024-10-03,-3.486789366507532
100016,2024-10-04,-3.620346751995201
100016,2024-10-07,-4.134168902570126
100016,2024-10-08,-3.9569999837725582
100016,2024-10-09,-3.8312348891446386
100016,2024-10-10,-4.1409556623363075
100016,2024-10-11,-4.511378882589425
100016,2024-10-14,-4.680511404201823
100016,2024-10-15,-4.433526928388291
100016,2024-10-16,-4.363661037571871
100016,2024-10-17,-4.603353570757537
100016,2024-10-18,-4.712871892539677
100016,2024-10-21,-4.266189403811424
100016,2024-10-22,-4.5626958315985116
100016,2024-10-23,-4.469419266496999
100016,2024-10-24,-4.411040470092704
100016,2024-10-25,-4.093340882848843
100016,2024-10-28,-3.6222126762559883
100016,2024-10-29,-3.687308318165679
100016,2024-10-30,-3.703303377870885
100016,2024-10-31,-3.80928030333956
100016,2024-11-01,-3.2894504207900446
100016,2024-11-04,-3.3334061986490715
100016,2024-11-05,-3.347720419007179
100016,2024-11-06,-3.0837601581726726
100016,2024-11-07,-3.050655135275951
100016,2024-11-08,-3.3246187141061667
100016,2024-11-11,-3.539634302165075
100016,2024-11-12,-3.3146442132904297
100016,2024-11-13,-3.12613405065802
100016,2024-11-14,-3.0609047055044023
100016,2024-11-15,-3.159100636601702
100016,2024-11-18,-2.990066503637988
100016,2024-11-19,-3.1675567501060775
100016,2024-11-20,-2.809984857267701
100016,2024-11-21,-3.091527932375775
100016,2024-11-22,-2.946018230279723
100016,2024-11-25,-2.8760907780164273
100016,2024-11-26,-2.4171252338875093
100016,2024-11-27,-2.6231291195251116
100016,2024-11-28,-2.9149223575791563
100016,2024-11-29,-2.585236783641016
100016,2024-12-02,-2.0959942897211943
100016,2024-12-03,-1.7987166242407593
100016,2024-12-04,-2.17144488717354
100016,2024-12-05,-2.2485750025476943
100016,2024-12-06,-2.129615798758828
100016,2024-12-09,-2.340472096508846
100016,2024-12-10,-1.8765420221741929
100016,2024-12-11,-2.1380691624133052
100016,2024-12-12,-2.77579435450353
100016,2024-12-13,-2.636957295296028
100016,2024-12-16,-2.5920754826763983
